iteration,day,volume_m3,mass_kg,conserved_scalar_integral,conserved_scalar_rel_change,kinetic_energy_j,potential_energy_j,mechanical_energy_j,ke_area_mean_j_m-2,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1
576000,5.0,2.0402578876391542e+18,2.0402578876391542e+21,4194970256361699.5,8.12297297603091e-10,1.0137869841421341e+24,7.555073188036736e+16,1.013787059692866e+24,1987566356.7515366,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,2.4530964316711015e-24,2.1149934148153202e-08,-7.49576114106981e-07,6.748531090254496e-07
604800,5.25,2.0402578876391537e+18,2.0402578876391537e+21,4194970256357787.0,8.113646330633974e-10,1.0137869841421341e+24,1.4807943448552845e+17,1.0137871322215685e+24,1987566356.7515366,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,1.5022596719483214e-25,2.114994112162548e-08,-7.577193812341896e-07,6.821845981631053e-07
691200,6.0,2.0402578876391537e+18,2.0402578876391537e+21,4194970252953712.0,-1.0119261267730401e-13,1.0137869841421344e+24,1.0879305390772626e+17,1.0137870929351883e+24,1987566356.7515373,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,6.49849896073075e-24,2.1149937343577945e-08,-7.536257503911309e-07,6.784990491579427e-07
777600,6.75,2.0402578876391526e+18,2.0402578876391526e+21,4194970299169101.0,1.1016756189738175e-08,1.0137869841421344e+24,2.447843712923923e+17,1.0137872289265056e+24,1987566356.7515373,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,2.9401049455000455e-24,2.1149950428966173e-08,-7.660415257867884e-07,6.896771329696225e-07
806400,7.0,2.0402578876391537e+18,2.0402578876391537e+21,4194970256357857.5,8.113814389036653e-10,1.0137869841421341e+24,1.480794344855052e+17,1.0137871322215685e+24,1987566356.7515366,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,3.7734801552055015e-25,2.1149941121625476e-08,-7.577193812335475e-07,6.821845981625271e-07
864000,7.5,2.0402578876391537e+18,2.0402578876391537e+21,4194970270298782.0,4.134628961381965e-09,1.0137869841421342e+24,3.0220292752151456e+17,1.0137872863450617e+24,1987566356.7515368,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-1.390593188914774e-24,2.11499559602648e-08,-7.702715291157327e-07,6.9348545989467e-07
921600,8.0,2.0402578876391542e+18,2.0402578876391542e+21,4194970270291083.5,4.132793787462775e-09,1.0137869841421344e+24,1.9340987361372646e+17,1.013787177552008e+24,1987566356.7515373,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,9.706737197826319e-25,2.1149945483108494e-08,-7.618577274738419e-07,6.859104050204654e-07
1036800,9.0,2.0402578876391526e+18,2.0402578876391526e+21,4194970299169193.0,1.1016778120763773e-08,1.0137869841421344e+24,2.447843712923921e+17,1.0137872289265056e+24,1987566356.7515373,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,2.8264324777413444e-24,2.1149950428966173e-08,-7.660415257858031e-07,6.896771329687354e-07
1152000,10.0,2.0402578876391537e+18,2.0402578876391537e+21,4194970270298882.5,4.134652918643623e-09,1.0137869841421342e+24,3.0220292752146157e+17,1.0137872863450617e+24,1987566356.7515368,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-1.2388070113781556e-24,2.11499559602648e-08,-7.702715291145701e-07,6.934854598936232e-07
1267200,11.0,2.040257887639154e+18,2.040257887639154e+21,4194970256361488.5,8.122469992726436e-10,1.0137869841421336e+24,3.65665542300902e+17,1.0137873498076758e+24,1987566356.7515357,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,4.167990484485698e-25,2.1149962078198448e-08,-7.745485071283712e-07,6.973360787374292e-07
1382400,12.0,2.040257887639155e+18,2.040257887639155e+21,4194970252952767.5,-3.263431961253927e-13,1.0137869841421345e+24,4.351722156307344e+17,1.0137874193143501e+24,1987566356.7515376,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-3.61255560280985e-24,2.1149968784089797e-08,-7.788732466853955e-07,7.012296979187984e-07
